category,method,dynamic_spec,max_lag,control_spec,coefficient_type,coef,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,endogenous_vars,instruments,controls_requested,controls_used,fixed_effects,cluster,first_stage_diagnostics,first_stage_coef,first_stage_se,first_stage_t,first_stage_t2
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,log_price,-1.497788503874099,0.060304890954792,-24.836932463685656,0.0,13150237,78134,388,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.0478671912,""partial.rsquared"":0.0478671912,""shea.rsquared"":0.0478671912,""f.stat"":877.1928898018,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,cumulative_sum,-1.497788503874099,0.060304890954792,-24.836932463685656,0.0,13150237,78134,388,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.0478671912,""partial.rsquared"":0.0478671912,""shea.rsquared"":0.0478671912,""f.stat"":877.1928898018,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,log_price,-1.6209896691870245,0.061465682474982,-26.372271549198256,0.0,13150237,78134,388,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.0482124454,""partial.rsquared"":0.0476388581,""shea.rsquared"":0.0476388581,""f.stat"":871.2365205331,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,cumulative_sum,-1.6209896691870245,0.061465682474982,-26.372271549198256,0.0,13150237,78134,388,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.0482124454,""partial.rsquared"":0.0476388581,""shea.rsquared"":0.0476388581,""f.stat"":871.2365205331,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,C_plus_deal,log_price,-0.5070083168567614,0.0472778672900819,-10.724009899725791,0.0,13150237,78134,388,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,,0.0900320116827173,0.0034916453990598,25.78498140359784,664.865265983886
cookies,dynamic_FE_IV_distributed_lag,DL0_current_only,0,C_plus_deal,cumulative_sum,-0.5070083168567614,0.0472778672900819,-10.724009899725791,0.0,13150237,78134,388,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,,0.0900320116827173,0.0034916453990598,25.78498140359784,664.865265983886
cookies,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,log_price,-2.4715565782679083,0.0329705017306428,-74.96266203225044,0.0,12851279,78134,385,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{'endog': 'D0', 'r2_on_instruments': 0.055602345651184604, 'coef_vector': [0.2067411514463914, -0.10696591794862989]}, {'endog': 'D1', 'r2_on_instruments': 0.05131683394596709, 'coef_vector': [-0.07088624390606231, 0.17359782310324642]}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,log_price_lag1,1.0570173025991876,0.0334181082008053,31.630076012911893,0.0,12851279,78134,385,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{'endog': 'D0', 'r2_on_instruments': 0.055602345651184604, 'coef_vector': [0.2067411514463914, -0.10696591794862989]}, {'endog': 'D1', 'r2_on_instruments': 0.05131683394596709, 'coef_vector': [-0.07088624390606231, 0.17359782310324642]}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,cumulative_sum,-1.4145392756687207,0.0626726046921437,-22.57029658520064,0.0,12851279,78134,385,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{'endog': 'D0', 'r2_on_instruments': 0.055602345651184604, 'coef_vector': [0.2067411514463914, -0.10696591794862989]}, {'endog': 'D1', 'r2_on_instruments': 0.05131683394596709, 'coef_vector': [-0.07088624390606231, 0.17359782310324642]}]",,,,
cookies,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price,-2.4502081697992386,0.032406057090505,-75.60957394342022,0.0,12560085,77926,382,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{'endog': 'D0', 'r2_on_instruments': 0.058614232542479994, 'coef_vector': [0.206182682640515, -0.047047879787093495, -0.06456866284848449]}, {'endog': 'D1', 'r2_on_instruments': 0.05943160279712034, 'coef_vector': [-0.07101473341984699, 0.2720898838767748, -0.10705051354101494]}, {'endog': 'D2', 'r2_on_instruments': 0.05484706559583574, 'coef_vector': [-0.06710568227947324, -0.00888983228276237, 0.17340844718522572]}]",,,,
