category,method,dynamic_spec,max_lag,control_spec,coefficient_type,coef,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,endogenous_vars,instruments,controls_requested,controls_used,fixed_effects,cluster,first_stage_diagnostics
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,log_price,-0.22437112334336282,0.036106202653538914,-6.2141988593024005,5.158715676856218e-10,6862202,32693,378,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1873190125,""partial.rsquared"":0.1873190125,""shea.rsquared"":0.1873190125,""f.stat"":8742.1688737274,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,cumulative_sum,-0.22437112334336282,0.036106202653538914,-6.2141988593024005,5.158715676856218e-10,6862202,32693,378,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1873190125,""partial.rsquared"":0.1873190125,""shea.rsquared"":0.1873190125,""f.stat"":8742.1688737274,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,log_price,-0.325995249196172,0.035203371977803814,-9.260341577554453,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1876299826,""partial.rsquared"":0.1870568865,""shea.rsquared"":0.1870568865,""f.stat"":8735.6549292732,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,cumulative_sum,-0.325995249196172,0.035203371977803814,-9.260341577554453,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1876299826,""partial.rsquared"":0.1870568865,""shea.rsquared"":0.1870568865,""f.stat"":8735.6549292732,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,C_plus_deal,log_price,0.3307823666716696,0.033301901070006405,9.932837346922248,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.230183856,""partial.rsquared"":0.169259682,""shea.rsquared"":0.169259682,""f.stat"":7090.1572821193,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,C_plus_deal,cumulative_sum,0.3307823666716696,0.033301901070006405,9.932837346922248,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.230183856,""partial.rsquared"":0.169259682,""shea.rsquared"":0.169259682,""f.stat"":7090.1572821193,""f.pval"":0.0,""f.dist"":""chi2(1)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,A_none,log_price,-1.5298649619330396,0.020542062056204995,-74.47475125657719,0.0,6623906,32693,369,log_price + log_price_lag1,log_cost + log_cost_lag1,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1869940674,""partial.rsquared"":0.1869940674,""shea.rsquared"":0.1559368089,""f.stat"":8486.6879200862,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.1858829048,""partial.rsquared"":0.1858829048,""shea.rsquared"":0.1550101958,""f.stat"":8748.1253299969,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,A_none,log_price_lag1,1.679582215613528,0.0220231547401519,76.26437880633732,0.0,6623906,32693,369,log_price + log_price_lag1,log_cost + log_cost_lag1,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1869940674,""partial.rsquared"":0.1869940674,""shea.rsquared"":0.1559368089,""f.stat"":8486.6879200862,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.1858829048,""partial.rsquared"":0.1858829048,""shea.rsquared"":0.1550101958,""f.stat"":8748.1253299969,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,A_none,cumulative_sum,0.1497172536804885,0.0379518027407188,3.9449312777929157,7.98228676766044e-05,6623906,32693,369,log_price + log_price_lag1,log_cost + log_cost_lag1,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1869940674,""partial.rsquared"":0.1869940674,""shea.rsquared"":0.1559368089,""f.stat"":8486.6879200862,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.1858829048,""partial.rsquared"":0.1858829048,""shea.rsquared"":0.1550101958,""f.stat"":8748.1253299969,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
canned_soup,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,log_price,-1.598871338743506,0.02005936133639292,-79.70699126111936,0.0,6623906,32693,369,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.187299624,""partial.rsquared"":0.1867344974,""shea.rsquared"":0.1559130553,""f.stat"":8479.1640339359,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.1861949203,""partial.rsquared"":0.1856316227,""shea.rsquared"":0.1549922155,""f.stat"":8741.004164251,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
